Country,Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious,Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,CASES per Test,Death in Closed Cases,Rank by Testing rate,Rank by Death rate,Rank by Cases rate,Rank by Death of Closed Cases
Sweden,85810,,5805.0,5.0,0.0,0,27.0,8489.0,574.0,1030010.0,101900.0,10108001.0,1.0,53.0,8.0,26.0,1.0
China,84895,7.0,4634.0,,79745.0,516,24.0,59.0,3.0,90410000.0,62814.0,1439323776.0,0.0549,77.0,169.0,199.0,52.0
Panama,83855,101.0,1844.0,17.0,59174.0,22837,154.0,19393.0,426.0,287300.0,66445.0,4323882.0,0.0302,69.0,14.0,6.0,101.0
Oman,83769,163.0,609.0,6.0,78386.0,4774,151.0,16350.0,119.0,309212.0,60353.0,5123430.0,0.0077,79.0,46.0,11.0,174.0
Belgium,79479,582.0,9969.0,10.0,18078.0,51432,83.0,6854.0,860.0,2049976.0,176773.0,11596664.0,0.3554,27.0,2.0,34.0,6.0
Kuwait,78767,622.0,509.0,2.0,70642.0,7616,94.0,18407.0,119.0,577588.0,134980.0,4279075.0,0.0072,35.0,46.0,7.0,178.0
Romania,74963,1346.0,3154.0,48.0,34196.0,37613,489.0,3900.0,164.0,1591015.0,82783.0,19219141.0,0.0844,60.0,35.0,61.0,28.0
Belarus,69950,149.0,627.0,5.0,67929.0,1394,,7403.0,66.0,1437110.0,152093.0,9448882.0,0.0091,33.0,67.0,32.0,171.0
Guatemala,65983,1102.0,2506.0,39.0,54351.0,9126,5.0,3674.0,140.0,213204.0,11871.0,17959594.0,0.0441,146.0,42.0,67.0,72.0
UAE,65802,461.0,369.0,2.0,58153.0,7280,,6642.0,37.0,6265918.0,632496.0,9906649.0,0.0063,7.0,89.0,37.0,183.0
Netherlands,65054,529.0,6191.0,10.0,0.0,0,51.0,3795.0,361.0,1312787.0,76591.0,17140202.0,1.0,63.0,17.0,63.0,1.0
Poland,59378,767.0,1925.0,12.0,40481.0,16972,85.0,1569.0,51.0,2409394.0,63672.0,37840722.0,0.0454,74.0,78.0,101.0,66.0
Japan,58501,951.0,1144.0,16.0,45266.0,12091,237.0,463.0,9.0,1259422.0,9962.0,126421114.0,0.0246,152.0,137.0,154.0,125.0
Singapore,56099,68.0,27.0,0.0,53119.0,2953,,9579.0,5.0,1745928.0,298108.0,5856690.0,0.0005,15.0,155.0,22.0,192.0
Portugal,54992,291.0,1788.0,2.0,40264.0,12940,39.0,5395.0,175.0,1880235.0,184473.0,10192461.0,0.0425,26.0,34.0,49.0,80.0
Honduras,52298,628.0,1608.0,15.0,7867.0,42823,43.0,5269.0,162.0,127946.0,12890.0,9925734.0,0.1697,142.0,36.0,50.0,9.0
Nigeria,50964,476.0,992.0,7.0,37569.0,12403,7.0,246.0,5.0,352625.0,1705.0,206802324.0,0.0257,185.0,155.0,173.0,115.0
Bahrain,48303,353.0,179.0,1.0,44628.0,3496,37.0,28265.0,105.0,1011805.0,592064.0,1708944.0,0.004,8.0,51.0,3.0,188.0
Morocco,47638,1325.0,775.0,32.0,32806.0,14057,31.0,1289.0,21.0,1670569.0,45187.0,36970089.0,0.0231,94.0,111.0,110.0,129.0
Ghana,43260,166.0,261.0,5.0,41276.0,1723,5.0,1388.0,8.0,431272.0,13841.0,31158344.0,0.0063,141.0,141.0,106.0,184.0
Kyrgyzstan,42507,182.0,1498.0,0.0,35486.0,5523,24.0,6501.0,229.0,267718.0,40944.0,6538600.0,0.0405,101.0,28.0,38.0,83.0
Armenia,42319,263.0,836.0,3.0,35476.0,6007,,14278.0,282.0,190560.0,64291.0,2964022.0,0.023,72.0,21.0,13.0,130.0
Algeria,40258,411.0,1411.0,9.0,28281.0,10566,41.0,916.0,32.0,,,43956407.0,0.0475,,96.0,126.0,64.0
Switzerland,39026,266.0,1998.0,2.0,33900.0,3128,15.0,4505.0,231.0,910283.0,105073.0,8663370.0,0.0557,50.0,27.0,54.0,51.0
Afghanistan,37856,257.0,1385.0,10.0,27681.0,8790,31.0,970.0,35.0,100138.0,2565.0,39043064.0,0.0477,180.0,92.0,120.0,62.0
Venezuela,37567,699.0,311.0,8.0,26330.0,10926,85.0,1322.0,11.0,1678639.0,59056.0,28424431.0,0.0117,80.0,133.0,108.0,164.0
Uzbekistan,37547,435.0,252.0,4.0,33261.0,4034,410.0,1120.0,8.0,1377915.0,41089.0,33534589.0,0.0075,100.0,141.0,114.0,177.0
Ethiopia,35836,1778.0,620.0,20.0,13536.0,21680,216.0,311.0,5.0,694093.0,6018.0,115332992.0,0.0438,168.0,155.0,165.0,73.0
Azerbaijan,34759,139.0,510.0,,32511.0,1738,,3424.0,50.0,855802.0,84301.0,10151735.0,0.0154,59.0,80.0,74.0,154.0
Moldova,31937,522.0,921.0,7.0,21885.0,9131,362.0,7920.0,228.0,183923.0,45609.0,4032626.0,0.0404,93.0,29.0,30.0,84.0
Kenya,31441,426.0,516.0,10.0,17869.0,13056,44.0,583.0,10.0,398585.0,7391.0,53926571.0,0.0281,161.0,134.0,141.0,111.0
Costa Rica,31075,666.0,333.0,12.0,9939.0,20803,128.0,6093.0,65.0,126337.0,24769.0,5100508.0,0.0324,121.0,69.0,41.0,94.0
Serbia,30209,161.0,689.0,5.0,27908.0,1612,52.0,3459.0,79.0,842441.0,96474.0,8732325.0,0.0241,54.0,60.0,73.0,127.0
Nepal,29645,707.0,126.0,6.0,17964.0,11555,,1015.0,4.0,878622.0,30083.0,29206558.0,0.007,116.0,162.0,118.0,179.0
Ireland,27676,129.0,1776.0,1.0,23364.0,2536,6.0,5596.0,359.0,735598.0,148747.0,4945309.0,0.0706,34.0,18.0,46.0,36.0
Austria,24431,347.0,729.0,,21093.0,2609,21.0,2710.0,81.0,1061437.0,117760.0,9013539.0,0.0334,44.0,59.0,84.0,92.0
Australia,24236,243.0,463.0,13.0,17854.0,5919,51.0,949.0,18.0,5507605.0,215645.0,25540177.0,0.0253,22.0,114.0,123.0,117.0
El Salvador,23964,247.0,640.0,7.0,11558.0,11766,391.0,3692.0,99.0,288307.0,44418.0,6490763.0,0.0525,96.0,55.0,66.0,57.0
Czechia,21045,247.0,406.0,2.0,15886.0,4753,24.0,1965.0,38.0,820151.0,76565.0,10711777.0,0.0249,64.0,88.0,91.0,120.0
Cameroon,18762,138.0,408.0,2.0,16540.0,1814,30.0,705.0,15.0,149000.0,5595.0,26631541.0,0.0241,170.0,125.0,133.0,128.0
Palestine,17989,383.0,120.0,1.0,10682.0,7187,,3516.0,23.0,214862.0,41991.0,5116888.0,0.0111,98.0,107.0,71.0,167.0
Ivory Coast,17249,17.0,112.0,1.0,14611.0,2526,,652.0,4.0,117115.0,4426.0,26463011.0,0.0076,175.0,162.0,138.0,175.0
Bosnia and Herzegovina,17029,338.0,515.0,8.0,10881.0,5633,,5195.0,157.0,168861.0,51515.0,3277873.0,0.0452,87.0,37.0,51.0,68.0
S. Korea,16346,288.0,307.0,1.0,14063.0,1976,12.0,319.0,6.0,1734083.0,33819.0,51275415.0,0.0214,111.0,148.0,162.0,137.0
Denmark,16056,116.0,621.0,,13769.0,1666,1.0,2771.0,107.0,2075156.0,358091.0,5795057.0,0.0432,14.0,50.0,81.0,77.0
Bulgaria,14962,142.0,532.0,5.0,10087.0,4343,63.0,2156.0,77.0,358723.0,51683.0,6940865.0,0.0501,86.0,61.0,89.0,59.0
Madagascar,14154,80.0,177.0,4.0,13038.0,939,83.0,509.0,6.0,53954.0,1942.0,27783027.0,0.0134,183.0,148.0,150.0,161.0
North Macedonia,13194,118.0,554.0,3.0,9752.0,2888,4.0,6333.0,266.0,132493.0,63596.0,2083362.0,0.0538,75.0,24.0,40.0,56.0
Sudan,12582,36.0,812.0,4.0,6456.0,5314,,286.0,18.0,401.0,9.0,43982802.0,0.1117,194.0,114.0,166.0,19.0
Senegal,12559,113.0,261.0,3.0,8050.0,4248,39.0,748.0,16.0,134349.0,7997.0,16800813.0,0.0314,159.0,122.0,132.0,98.0
Paraguay,11817,684.0,170.0,5.0,6783.0,4864,63.0,1654.0,24.0,166110.0,23250.0,7144441.0,0.0244,125.0,104.0,97.0,126.0
Lebanon,10952,605.0,113.0,4.0,3040.0,7799,72.0,1606.0,17.0,443709.0,65050.0,6821056.0,0.0358,70.0,118.0,100.0,86.0
Zambia,10372,154.0,274.0,5.0,9126.0,972,,562.0,15.0,103023.0,5584.0,18449899.0,0.0291,171.0,125.0,143.0,108.0
Norway,10197,35.0,264.0,2.0,9150.0,783,1.0,1879.0,49.0,588550.0,108447.0,5427090.0,0.028,49.0,82.0,93.0,112.0
DRC,9757,16.0,247.0,1.0,8895.0,615,,109.0,3.0,,,89906805.0,0.027,,169.0,190.0,114.0
Libya,9707,244.0,173.0,4.0,1047.0,8487,,1410.0,25.0,88492.0,12855.0,6883928.0,0.1418,144.0,103.0,105.0,14.0
Malaysia,9240,5.0,125.0,,8932.0,183,7.0,285.0,4.0,1152140.0,35535.0,32422234.0,0.0138,105.0,162.0,167.0,160.0
Guinea,8876,84.0,53.0,,7628.0,1195,24.0,674.0,4.0,16975.0,1288.0,13178580.0,0.0069,190.0,162.0,137.0,180.0
French Guiana,8743,32.0,54.0,,8189.0,500,17.0,29174.0,180.0,48382.0,161444.0,299682.0,0.0066,31.0,33.0,2.0,181.0
Gabon,8319,,53.0,,6614.0,1652,1.0,3726.0,24.0,104420.0,46771.0,2232578.0,0.0079,90.0,104.0,64.0,173.0
Tajikistan,8203,37.0,66.0,1.0,7006.0,1131,,858.0,7.0,,,9565683.0,0.0093,,146.0,129.0,170.0
Haiti,7997,48.0,196.0,,5447.0,2354,,700.0,17.0,21400.0,1874.0,11421419.0,0.0347,184.0,118.0,135.0,88.0
Albania,7967,155.0,238.0,4.0,3986.0,3743,15.0,2769.0,83.0,49172.0,17089.0,2877351.0,0.0563,133.0,58.0,82.0,50.0
Greece,7934,250.0,235.0,,3804.0,3895,30.0,762.0,23.0,816450.0,78386.0,10415735.0,0.0582,62.0,107.0,130.0,47.0
Finland,7842,37.0,334.0,,7100.0,408,,1415.0,60.0,517936.0,93458.0,5541933.0,0.0449,55.0,72.0,104.0,69.0
Luxembourg,7637,71.0,124.0,,6903.0,610,3.0,12174.0,198.0,706629.0,1126386.0,627342.0,0.0176,4.0,32.0,16.0,148.0
Croatia,7329,255.0,168.0,,5472.0,1689,13.0,1787.0,41.0,144521.0,35235.0,4101613.0,0.0298,107.0,86.0,94.0,103.0
Mauritania,6848,19.0,158.0,,6123.0,567,3.0,1468.0,34.0,68872.0,14762.0,4665419.0,0.0252,138.0,93.0,103.0,118.0
Maldives,6370,145.0,24.0,,3915.0,2431,12.0,11757.0,44.0,100233.0,184996.0,541813.0,0.0061,25.0,84.0,17.0,185.0
Zimbabwe,5745,102.0,151.0,1.0,4525.0,1069,,386.0,10.0,149748.0,10056.0,14892083.0,0.0323,150.0,134.0,157.0,95.0
Djibouti,5374,,59.0,,5216.0,99,,5429.0,60.0,63471.0,64116.0,989936.0,0.0112,73.0,72.0,48.0,166.0
Malawi,5282,42.0,165.0,1.0,2883.0,2234,4.0,275.0,9.0,41026.0,2137.0,19193810.0,0.0541,181.0,137.0,168.0,54.0
Hungary,5046,44.0,609.0,,3678.0,759,7.0,523.0,63.0,390079.0,40394.0,9656850.0,0.1421,102.0,70.0,148.0,13.0
Namibia,4912,247.0,41.0,2.0,2442.0,2429,18.0,1929.0,16.0,45744.0,17960.0,2547027.0,0.0165,131.0,122.0,92.0,150.0
Equatorial Guinea,4892,,83.0,,2713.0,2096,,3473.0,59.0,49215.0,34935.0,1408774.0,0.0297,109.0,74.0,72.0,105.0
CAR,4679,,61.0,,1755.0,2863,2.0,967.0,13.0,30775.0,6357.0,4840968.0,0.0336,166.0,130.0,121.0,91.0
Hong Kong,4605,18.0,73.0,1.0,3827.0,705,31.0,614.0,10.0,780415.0,103981.0,7505365.0,0.0187,52.0,134.0,140.0,143.0
Nicaragua,4311,,133.0,,2913.0,1265,,650.0,20.0,,,6635277.0,0.0437,,112.0,139.0,74.0
Montenegro,4229,55.0,81.0,1.0,3186.0,962,,6733.0,129.0,44219.0,70404.0,628077.0,0.0248,68.0,44.0,36.0,122.0
Eswatini,4110,52.0,81.0,2.0,2643.0,1386,11.0,3538.0,70.0,28380.0,24427.0,1161807.0,0.0297,122.0,64.0,68.0,104.0
Congo,3850,,77.0,,1625.0,2148,,695.0,14.0,,,5535717.0,0.0452,,128.0,136.0,67.0
Cuba,3565,83.0,88.0,,2894.0,583,3.0,315.0,8.0,346439.0,30589.0,11325635.0,0.0295,115.0,141.0,164.0,106.0
Thailand,3389,7.0,58.0,,3218.0,113,1.0,49.0,0.8,749213.0,10730.0,69824575.0,0.0177,147.0,180.0,201.0,146.0
Cabo Verde,3368,47.0,37.0,1.0,2462.0,869,,6049.0,66.0,73900.0,132720.0,556812.0,0.0148,36.0,67.0,42.0,157.0
Suriname,3366,71.0,55.0,1.0,2383.0,928,20.0,5731.0,94.0,5889.0,10026.0,587354.0,0.0226,151.0,56.0,45.0,131.0
Somalia,3265,,93.0,,2396.0,776,,205.0,6.0,,,15950038.0,0.0374,,148.0,180.0,85.0
Mayotte,3160,,39.0,,2964.0,157,1.0,11547.0,143.0,13000.0,47502.0,273671.0,0.013,89.0,41.0,18.0,162.0
Mozambique,3115,70.0,20.0,1.0,1380.0,1715,,99.0,0.6,82264.0,2623.0,31367587.0,0.0143,178.0,182.0,191.0,158.0
Slovakia,3102,80.0,33.0,,2014.0,1055,8.0,568.0,6.0,304021.0,55681.0,5460016.0,0.0161,83.0,148.0,142.0,151.0
Sri Lanka,2918,16.0,11.0,,2765.0,142,1.0,136.0,0.5,195025.0,9102.0,21425788.0,0.004,154.0,183.0,187.0,189.0
Rwanda,2717,73.0,11.0,1.0,1705.0,1001,,209.0,0.8,351383.0,27042.0,12993865.0,0.0064,118.0,180.0,179.0,182.0
Mali,2667,,125.0,,1993.0,549,,131.0,6.0,32716.0,1610.0,20325303.0,0.059,187.0,148.0,188.0,45.0
Tunisia,2543,116.0,63.0,3.0,1397.0,1083,8.0,215.0,5.0,119193.0,10071.0,11835528.0,0.0432,149.0,155.0,177.0,78.0
Slovenia,2536,43.0,129.0,,2079.0,328,3.0,1220.0,62.0,147091.0,70752.0,2078978.0,0.0584,66.0,71.0,112.0,46.0
Lithuania,2528,32.0,82.0,1.0,1747.0,699,6.0,931.0,30.0,594478.0,218825.0,2716679.0,0.0448,20.0,98.0,125.0,70.0
South Sudan,2494,,47.0,,1290.0,1157,,222.0,4.0,12044.0,1074.0,11211590.0,0.0352,191.0,162.0,175.0,87.0
Gambia,2401,113.0,81.0,4.0,435.0,1885,,990.0,33.0,10781.0,4445.0,2425361.0,0.157,174.0,94.0,119.0,10.0
Estonia,2227,20.0,63.0,,2009.0,155,,1679.0,47.0,138166.0,104146.0,1326661.0,0.0304,51.0,83.0,96.0,100.0
Guinea-Bissau,2149,32.0,33.0,,1015.0,1101,5.0,1089.0,17.0,1500.0,760.0,1974061.0,0.0315,192.0,118.0,116.0,97.0
Benin,2095,,39.0,,1705.0,351,,172.0,3.0,107057.0,8801.0,12164164.0,0.0224,155.0,169.0,183.0,132.0
Angola,2044,29.0,93.0,1.0,742.0,1209,24.0,62.0,3.0,64747.0,1962.0,32995591.0,0.1114,182.0,169.0,197.0,20.0
Iceland,2040,5.0,10.0,,1913.0,117,1.0,5973.0,29.0,191690.0,561236.0,341550.0,0.0052,10.0,99.0,43.0,186.0
Syria,2008,81.0,82.0,4.0,460.0,1466,,114.0,5.0,,,17555909.0,0.1513,,155.0,189.0,11.0
Sierra Leone,1969,8.0,69.0,,1536.0,364,,246.0,9.0,,,7998386.0,0.043,,137.0,173.0,79.0
Yemen,1899,7.0,541.0,2.0,1058.0,300,,63.0,18.0,120.0,4.0,29912082.0,0.3383,195.0,114.0,196.0,7.0
Uganda,1750,94.0,19.0,3.0,1194.0,537,,38.0,0.4,336713.0,7332.0,45923374.0,0.0157,162.0,184.0,204.0,153.0
New Zealand,1654,5.0,22.0,,1531.0,101,6.0,331.0,4.0,657506.0,131446.0,5002100.0,0.0142,38.0,162.0,160.0,159.0
Bahamas,1610,79.0,23.0,1.0,211.0,1376,61.0,4089.0,58.0,8449.0,21457.0,393759.0,0.0983,128.0,75.0,58.0,24.0
Malta,1510,40.0,9.0,,802.0,699,,3419.0,20.0,166348.0,376602.0,441708.0,0.0111,13.0,112.0,75.0,168.0
Uruguay,1506,13.0,41.0,1.0,1242.0,223,3.0,433.0,12.0,154431.0,44435.0,3475415.0,0.032,95.0,132.0,155.0,96.0
Jordan,1498,16.0,11.0,,1261.0,226,3.0,147.0,1.0,720972.0,70566.0,10217009.0,0.0086,67.0,177.0,184.0,172.0
Cyprus,1395,10.0,20.0,,878.0,497,5.0,1154.0,17.0,263943.0,218392.0,1208574.0,0.0223,21.0,118.0,113.0,133.0
Aruba,1387,91.0,6.0,1.0,277.0,1104,2.0,12983.0,56.0,17669.0,165395.0,106829.0,0.0212,30.0,76.0,15.0,138.0
Georgia,1370,9.0,17.0,,1108.0,245,,344.0,4.0,315142.0,79021.0,3988076.0,0.0151,61.0,162.0,159.0,155.0
Latvia,1327,1.0,33.0,,1093.0,201,,705.0,18.0,232918.0,123686.0,1883144.0,0.0293,41.0,114.0,133.0,107.0
Botswana,1308,,3.0,,136.0,1169,1.0,555.0,1.0,93420.0,39620.0,2357895.0,0.0216,103.0,177.0,144.0,136.0
Burkina Faso,1297,12.0,55.0,,1034.0,208,,62.0,3.0,,,20976858.0,0.0505,,169.0,197.0,58.0
Liberia,1284,2.0,82.0,,803.0,399,,253.0,16.0,,,5073177.0,0.0927,,122.0,170.0,26.0
Togo,1212,22.0,27.0,,878.0,307,2.0,146.0,3.0,55741.0,6713.0,8304024.0,0.0298,164.0,169.0,185.0,102.0
Jamaica,1192,46.0,14.0,,772.0,406,1.0,402.0,5.0,49215.0,16610.0,2962971.0,0.0178,135.0,155.0,156.0,144.0
Niger,1169,2.0,69.0,,1082.0,18,,48.0,3.0,9052.0,372.0,24315155.0,0.0599,193.0,169.0,202.0,43.0
Andorra,1024,,53.0,,875.0,96,1.0,13250.0,686.0,137457.0,1778642.0,77282.0,0.0571,1.0,4.0,14.0,49.0
Vietnam,1007,13.0,25.0,,542.0,440,,10.0,0.3,817208.0,8385.0,97458937.0,0.0441,157.0,187.0,211.0,71.0
Lesotho,996,50.0,30.0,,423.0,543,,464.0,14.0,12033.0,5611.0,2144591.0,0.0662,169.0,128.0,153.0,39.0
Réunion,996,51.0,5.0,,657.0,334,3.0,1111.0,6.0,35419.0,39521.0,896196.0,0.0076,104.0,148.0,115.0,176.0
Chad,972,1.0,76.0,,869.0,27,,59.0,5.0,,,16486068.0,0.0804,,155.0,199.0,30.0
Sao Tome and Principe,888,3.0,15.0,,829.0,44,,4042.0,68.0,3432.0,15621.0,219700.0,0.0178,137.0,66.0,59.0,145.0
Guyana,846,70.0,29.0,2.0,399.0,418,8.0,1075.0,37.0,6502.0,8261.0,787081.0,0.0678,158.0,89.0,117.0,37.0
Trinidad and Tobago,767,81.0,12.0,,140.0,615,3.0,548.0,9.0,18036.0,12882.0,1400123.0,0.0789,143.0,137.0,145.0,31.0
Diamond Princess,712,,13.0,,651.0,48,4.0,,,,,,0.0196,,,,142.0
San Marino,704,,42.0,,657.0,5,,20742.0,1237.0,6511.0,191833.0,33941.0,0.0601,24.0,1.0,4.0,42.0
Channel Islands,613,,48.0,,545.0,20,,3521.0,276.0,68985.0,396276.0,174083.0,0.0809,12.0,23.0,69.0,29.0
Belize,605,52.0,5.0,1.0,38.0,562,3.0,1518.0,13.0,5592.0,14030.0,398588.0,0.1163,140.0,130.0,102.0,17.0
Guadeloupe,510,,15.0,,289.0,206,2.0,1275.0,37.0,23585.0,58943.0,400134.0,0.0493,81.0,89.0,111.0,60.0
Tanzania,509,,21.0,,183.0,305,7.0,8.0,0.4,,,59951725.0,0.1029,,184.0,212.0,23.0
Taiwan,486,,7.0,,457.0,22,,20.0,0.3,85563.0,3592.0,23822843.0,0.0151,176.0,187.0,207.0,156.0
Burundi,422,,1.0,,336.0,85,,35.0,0.08,19993.0,1675.0,11935821.0,0.003,186.0,190.0,205.0,190.0
Comoros,417,11.0,7.0,,396.0,14,,478.0,8.0,,,872036.0,0.0174,,141.0,152.0,149.0
Myanmar,399,5.0,6.0,,333.0,60,,7.0,0.1,141044.0,2590.0,54460318.0,0.0177,179.0,189.0,213.0,147.0
Faeroe Islands,383,1.0,,,274.0,109,3.0,7834.0,,80312.0,1642742.0,48889.0,,2.0,,31.0,
Papua New Guinea,361,14.0,4.0,1.0,198.0,159,,40.0,0.4,14439.0,1610.0,8969502.0,0.0198,187.0,184.0,203.0,141.0
Sint Maarten,348,15.0,17.0,,133.0,198,3.0,8104.0,396.0,1983.0,46179.0,42942.0,0.1133,92.0,15.0,29.0,18.0
Mauritius,346,,10.0,,334.0,2,,272.0,8.0,205285.0,161379.0,1272065.0,0.0291,32.0,141.0,169.0,109.0
Isle of Man,336,,24.0,,312.0,0,,3948.0,282.0,9423.0,110734.0,85096.0,0.0714,47.0,21.0,60.0,35.0
Martinique,336,,16.0,,98.0,222,2.0,895.0,43.0,12227.0,32586.0,375224.0,0.1404,112.0,85.0,127.0,15.0
Turks and Caicos,327,12.0,2.0,,56.0,269,3.0,8430.0,52.0,1940.0,50015.0,38788.0,0.0345,88.0,77.0,27.0,89.0
Eritrea,306,2.0,,,274.0,32,,86.0,,,,3553053.0,,,,193.0,
Mongolia,298,,,,281.0,17,1.0,91.0,,46332.0,14103.0,3285365.0,,139.0,,192.0,
Cambodia,273,,,,253.0,20,1.0,16.0,,83626.0,4993.0,16750228.0,,172.0,,210.0,
Gibraltar,229,6.0,,,200.0,29,,6797.0,,28366.0,841971.0,33690.0,,5.0,,35.0,
French Polynesia,211,,,,68.0,143,2.0,751.0,,9912.0,35257.0,281134.0,,106.0,,131.0,
Cayman Islands,205,,1.0,,202.0,2,,3114.0,15.0,33978.0,516171.0,65827.0,0.0049,11.0,125.0,78.0,187.0
Bermuda,166,,9.0,,147.0,10,,2667.0,145.0,36203.0,581621.0,62245.0,0.0577,9.0,39.0,85.0,48.0
